2, Sweet, Tasting, Tomato
9, Sweet, Italian, Aroma
7, Spicy, Surprise, Spicy
6, AmericanFood, Meat, Tasting
5, AmericanFood, Sweet, Strong
7, Asian, Tomato, Consistent
8, Light, Spicy, Sweet
7, Sweet, Surprise, Salty
7, Seasoned, Tomato, Italian
7, Tomato, Asian, Tasting
5, Strong, Salty, Fish
7, Sweet, Aroma, Pungent
6, Surprise, Tasting, Spicy
9, Spicy, Consistent, Asian
6, Strong, Asian, Circular
10, Sweet, Meat, Seasoned
9, AmericanFood, Asian, Fish
6, Consistent, Spicy, Aroma
6, Seasoned, Tasting, Tomato
5, Meat, Aroma, Spicy
5, Tomato, Seasoned, Consistent
5, Consistent, Tomato, Refined
7, Spicy, Italian, Fish
10, Meat, Salty, Asian
10, Circular, Sweet, Spicy
10, Sweet, Asian, AmericanFood
5, Flyer, Tasting, Surprise
5, Refined, Tomato, Light
5, Tasting, Aroma, Seasoned
5, Circular, Spicy, Tomato
6, Surprise, Meat, Strong
7, Spicy, Refined, Meat
10, Refined, Spicy, Spicy
9, Italian, Spicy, AmericanFood
10, Tasting, Refined, Fish
9, Tasting, Circular, Tomato
5, Sweet, Aroma, Spicy
5, Sweet, Tasting, Light
8, Strong, Refined, Light
10, Spicy, Asian, Hot
9, Spicy, Tomato, Sweet
8, Light, Tomato, Surprise
9, Salty, Circular, Spicy
5, Spicy, Sweet, Sweet
6, Tasting, Sweet, Spicy
9, Asian, Spicy, Pungent
10, Strong, Sweet, Meat
8, Aroma, Seasoned, Sweet
10, Strong, Fish, Spicy
6, Sweet, Spicy, Italian
6, Spicy, Refined, Surprise
10, Refined, Italian, Tasting
9, Sweet, Tasting, Seasoned
8, Refined, Asian, Light
7, Light, Fishy, ​​Circular
10, Surprise, Consistent, Spicy
10, Spicy, Tasting, Strong
7, Spicy, Consistent, Tomato
5, Spicy, Asian, Tasting
6, Light, Refined, Salty
5, Asian, Refined, Seasoned
10, Light, Spicy, Aroma
7, Hot, Spicy, Asian
7, AmericanFood, Spicy, Spicy
8, Salty, Spicy, Spicy
7, Salty, Sweet, Refined
9, Spicy, Tasting, Spicy
6, Spicy, Asian, Circular
5, Strong, Meat, Salty
8, Asian, Fish, Spicy
5, Seasoned, Meat, AmericanFood
6, Consistent, Meat, AmericanFood
5, Soft, Consistent, Strong
7, Meat, Asian, Flavor
10, Consistent, Surprise, Fish
7, Tomato, Asian, Sweet
6, Salty, Flavor, Tomato
9, Sweet, Strong, Tomato
6, Italian, Salty, Asian
10, Tomato, Spicy, Spicy
8, AmericanFood, Salty, Circular
9, Tasting, Circular, Sweet
8, Light, Spicy, Spicy
5, Tomato, Spicy, Italian
6, Fish, Tasting, Sweet
7, Spicy, Refined, Strong
9, Strong, Refined, Asian
8, Spicy, Meat, Sweet
10, Seasoned, Fish, Strong
8, Sweet, Surprise, Spicy
8, Fish, Seasoned, Consistent
9, Meat, Spicy, Surprise
7, Tomato, Tasting, Circular
6, Refined, Seasoned, Spicy
8, Tasting, Italian, AmericanFood
9, Light, Sweet, Spicy
6, Tasting, Sweet, AmericanFood
8, Flyer, Tasting, Italian
6, Sweet, Sweet, Light
7, Tomato, Refined, Italian
10, Light, Circular, Spicy
10, Spicy, Tomato, Refined
7, Sweet, Aroma, Asian
8, Tasting, Spicy, Spicy
8, Flyer, Tomato, Asian
8, Sweet, Spicy, Sweet
10, Tomato, Spicy, Asian
6, Italian, Strong, Light
7, Fish, Tasting, Sweet
9, Consistent, Spicy, Salty
5, Italian, Circular, Sweet
8, Light, Spicy, Asian
5, Surprise, Asian, Aroma
10, Salty, Spicy, Tasting
10, Asian, Seasoned, Meat
6, Tasting, Light, Asian
10, Seasoned, Spicy, Asian
9, Meat, Sweet, Seasoned
9, Italian, Asian, Surprise
5, Tasting, Spicy, Salty
9, Tasting, Spicy, Sweet
6, Spicy, Strong, Sweet
6, Meat, Sweet, Fish
5, Surprise, Italian, Tasting
9, Tasting, Sweet, AmericanFood
7, Salty, Surprise, Fish
6, Light, Sweet, Tasting
9, Flavor, Tomato, Circular
7, Seasoned, Circular, Strong
5, Sweet, Surprise, Asian
10, Tomato, Tasting, Circular
5, Salty, AmericanFood, Tasting
5, Fish, Asian, Meat
10, Spicy, Light, Consistent
10, AmericanFood, Sweet, Spicy
10, Fish, Asian, Salty
8, AmericanFood, Tomato, Surprise
7, Light, Meat, Aroma
6, Circular, Surprise, Spicy
9, Meat, Asian, Spicy
5, Spicy, Italian, Meat
9, Aroma, Circular, Fish
8, Sweet, Spicy, Surprise
5, Sweet, Surprise, Meat
6, Surprise, Meat, Tasting
6, Salty, AmericanFood, Fish
6, Consistent, Seasoned, AmericanFood
6, Spicy, Seasoned, Salty
10, AmericanFood, Light, Salty
9, Sweet, Seasoned, Fish
10, Spicy, Aroma, Spicy
5, Meat, Seasoned, Flavor
10, Surprise, AmericanFood, Asian
8, Consistent, Circular, Seasoned
5, Asian, Tomato, Sweet
5, AmericanFood, Consistent, Refined
6, Spicy, Surprise, Italian
9, Asian, Salty, Fish
6, Spicy, Fish, Tomato
7, Strong, Meat, Seasoned
6, Tomato, Sweet, Fish
5, Spicy, Sweet, Refined
8, Italian, Consistent, Light
6, Light, Asian, Italian
7, Fish, Surprise, Asian
8, Spicy, AmericanFood, Salty
8, Spicy, Sweet, Sweet
10, Salty, Asian, Strong
10, Circular, Asian, Consistent
5, Fish, Consistent, Strong
10, Spicy, Sweet, Sweet
10, Italian, Light, AmericanFood
10, Seasoned, Circular, Light
8, Salty, Tomato, Spicy
6, Sweet, Sweet, Consistent
7, Meat, Light, Salty
6, Light, Sweet, Spicy
5, Spicy, Salty, Light
6, Spicy, Aroma, Refined
8, Sweet, Fish, Seasoned
5, Sweet, Sweet, Aroma
10, Tasting, Spicy, Refined
9, Seasoned, Fish, Circular
8, Fish, Italian, Seasoned
10, Italian, Asian, Salty
7, Consistent, Spicy, Tomato
6, Flavor, Tomato, Spicy
8, Refined, Spicy, Aroma
8, Aroma, Light, Sweet
5, Hot, Spicy, Meat
7, Refined, Surprise, Italian
6, Spicy, Seasoned, Aroma
7, Salty, Seasoned, Strong
10, Strong, Spicy, Sweet
8, Tomato, Spicy, Italian
7, Asian, Salty, Sweet
8, Fish, Circular, Tasting
8, Seasoned, Surprise, Strong
5, Refined, Strong, Spicy
10, Circular, Strong, Salty
10, Italian, Sweet, Spicy
8, Circular, Spicy, Refined
10, Asian, Tomato, Light
9, Sweet, Aroma, Refined
6, Spicy, Asian, Sweet
9, Aroma, Circular, Light
7, Aroma, Consistent, Seasoned
5, Spicy, Circular, Tasting
7, Spicy, Salty, Tasting
10, Asian, Seasoned, Spicy
6, Circular, Sweet, Spicy
6, Sweet, Italian, Spicy
6, Fish, Tomato, Salted
5, Spicy, Aroma, Light
6, Strong, Meat, Spicy
6, Spicy, Strong, Circular
8, Surprise, Consistent, AmericanFood
10, Tomato, Aroma, Refined
6, Seasoned, Sweet, AmericanFood
6, AmericanFood, Circular, Refined
9, Salty, Spicy, Consistent
9, Salty, Fish, Asian
8, AmericanFood, Strong, Sweet
8, Tomato, Strong, Spicy
5, Meat, Refined, Spicy
8, Consistent, Meat, Tasting
10, Italian, Surprise, Seasoned
9, Spicy, Fish, Spicy
6, Sweet, Aroma, Tasting
9, Spicy, Italian, AmericanFood
7, Fish, Tomato, Sweet
5, Seasoned, Asian, Meat
7, Surprise, Sweet, Asian
5, Sweet, Spicy, Surprise
8, Salty, Tasting, Spicy
8, Asian, Italian, Sweet
7, Seasoned, Spicy, Refined
7, Circular, Sweet, Seasoned
8, Sweet, Tomato, Circular
10, Salty, Aroma, Spicy
6, Flavor, Meat, Sweet
9, Italian, Fish, Circular
6, Tomato, Italian, Surprise
5, Spicy, Sweet, Seasoned
6, Fish, Seasoned, Surprise
7, Meat, Sweet, AmericanFood
8, Asian, Fish, Sweet
8, Circular, Fish, Italian
9, Spicy, Meat, Circular
7, AmericanFood, Strong, Sweet
5, Aroma, Sweet, Spicy
10, Spicy, Surprise, Spicy
5, Seasoned, Italian, Salty
9, Strong, Asian, Fish
7, Salty, Strong, Consistent
7, Light, Tasting, Italian
9, Sweet, AmericanFood, Salty
10, Italian, Spicy, Tomato
10, Salty, Consistent, Spicy
6, Sweet, Meat, Circular
8, Tasting, Tomato, Salted
7, Italian, Spicy, Refined
6, Tomato, Refined, Spicy
6, Meat, Refined, Spicy
6, Strong, Consistent, Spicy
5, Light, Spicy, Aroma
6, Sweet, Consistent, Salty
10, Sweet, Tomato, Sweet
7, Fish, Salty, Sweet
7, Surprise, AmericanFood, Strong
6, Spicy, Surprise, Italian
6, Fish, Light, Surprise
10, Spicy, AmericanFood, Tasting
7, Strong, AmericanFood, Consistent
8, Italian, Spicy, Flavor
6, Surprise, Aroma, Fish
8, Seasoned, Tomato, Asian
9, Aroma, Asian, Consistent
6, Spicy, AmericanFood, Spicy
9, Spicy, Spicy, Sweet
9, Salty, Spicy, Spicy
9, Consistent, Circular, Asian
7, Tomato, Sweet, Spicy
10, Refined, Asian, Sweet
7, Fish, Circular, Strong
8, Fish, Sweet, Spicy
6, AmericanFood, Aroma, Surprise
5, Strong, Surprise, Fish
8, Tomato, Fish, Spicy
8, Tomato, Spicy, Spicy
6, Refined, Tomato, Seasoned
9, Seasoned, Spicy, Spicy
7, Meat, Surprise, Sweet
6, Seasoned, Spicy, Surprise
8, Refined, Circular, AmericanFood
8, Aroma, AmericanFood, Seasoned
5, Tomato, Seasoned, Flavor
5, Spicy, Fish, Circular
8, Consistent, Spicy, Tasting
10, Strong, AmericanFood, Circular
10, Strong, Tomato, Meat
10, Spicy, Light, Tasting
9, Refined, Tomato, Surprise
9, Spicy, Asian, Salty
7, Spicy, Strong, Sweet
5, Strong, Consistent, Soft
7, Consistent, Surprise, Spicy
9, Circular, Strong, Meat
5, Tasting, Sweet, Refined
7, Fish, Light, Circular
8, Sweet, Italian, Meat
9, Tasting, Light, Meat
10, Asian, Surprise, Sweet
5, Tomato, Flavor, Circular
6, AmericanFood, Fish, Meat
8, Meat, AmericanFood, Refined
7, Tomato, Consistent, Spicy
7, Surprise, AmericanFood, Sweet
6, Asian, Spicy, Sweet
9, Sweet, AmericanFood, Surprise
10, Spicy, Salty, Tomato
9, Aroma, Sweet, Light
8, Fish, Italian, Spicy
8, Circular, Light, Strong
9, Strong, Asian, Sweet
10, Spicy, Sweet, Seasoned
10, Consistent, Meat, Surprise
6, Sweet, Surprise, Tasting
6, Light, Spicy, Salty
10, Light, Refined, Consistent
10, Meat, Italian, Fish
8, Refined, Circular, Consistent
7, Spicy, Salty, AmericanFood
7, Fish, Circular, Spicy
6, Seasoned, Sweet, AmericanFood
10, Circular, Spicy, Spicy
7, Seasoned, Sweet, Refined
7, Salty, Meat, Tomato
9, Seasoned, AmericanFood, Asian
5, Hot, Tomato, Circular
6, Spicy, Aroma, Italian
10, Spicy, Light, Aroma
7, Spicy, Spicy, Consistent
5, Spicy, Consistent, Light
8, Sweet, Italian, Spicy
10, Light, Soft, Surprise
7, Tomato, Spicy, Salty
7, Spicy, Light, AmericanFood
9, Tomato, Surprise, Fish
5, Sweet, Fish, Salty
5, Sweet, AmericanFood, Surprise
9, Salty, Fish, Strong
8, Fish, Sweet, Spicy
8, Aroma, Circular, Sweet
10, Spicy, Sweet, Tasting
8, Salty, Sweet, Circular
10, Light, Meat, Circular
7, Meat, Sweet, Strong
10, Meat, AmericanFood, Seasoned
9, Strong, Refined, AmericanFood
5, Meat, Sweet, Asian
5, Aroma, Meat, Surprise
8, AmericanFood, Spicy, Circular
6, Refined, Meat, Strong
6, Spicy, Seasoned, Italian
7, Aroma, Consistent, Spicy
10, Sweet, Tomato, Tasting
9, Aroma, Tomato, Consistent
7, AmericanFood, Meat, Spicy
10, Asian, Spicy, Italian
7, Spicy, Asian, Refined
8, Meat, Salted, AmericanFood
5, Surprise, AmericanFood, Aroma
10, Tomato, Strong, Surprise
7, Fish, Tasting, Salty
5, Asian, Spicy, AmericanFood
10, Fish, Sweet, Surprise
7, Light, Sweet, Spicy
8, Hot, Spicy, Italian
9, Spicy, Spicy, Aroma
8, Fish, Asian, Sweet
10, Spicy, Italian, Light
5, Refined, Aroma, Tomato
5, Seasoned, Refined, Surprise
10, Spicy, Asian, Sweet
9, Circular, Tasting, Sweet
5, Spicy, Italian, Refined
9, Salty, Refined, Meat
6, Consistent, Meat, Asian
8, Spicy, Circular, Refined
10, Spicy, AmericanFood, Tasting
5, Spicy, Italian, Sweet
6, Spicy, Meat, Circular
9, Sweet, Sweet, Spicy
7, Aroma, Sweet, Refined
5, Aroma, Sweet, Salty
5, Italian, Refined, Fish
10, AmericanFood, Asian, Fish
8, Spicy, Salty, Seasoned
5, Spicy, Italian, Spicy
7, Sweet, Tasting, Fish
7, Consistent, Salty, Circular
10, Flavor, AmericanFood, Fish
10, Fish, Circular, Strong
7, Spicy, Asian, Refined
7, Strong, Salty, Consistent
5, Spicy, Aroma, Surprise
8, Italian, Spicy, Tasting
8, Spicy, Spicy, Refined
6, Consistent, Tasting, Sweet
10, Circular, Spicy, Spicy
9, AmericanFood, Circular, Sweet
10, Light, Asian, Tomato
6, Italian, Seasoned, Flavor
8, Sweet, AmericanFood, Seasoned
8, Meat, Italian, Light
6, Flyer, AmericanFood, Spicy
8, Meat, Spicy, Fish
10, Seasoned, Strong, Spicy
7, Meat, Fish, Salted
5, Spicy, Tomato, Tasting
10, Refined, Tasting, Meat
8, Tomato, Sweet, Spicy
6, Refined, Seasoned, Surprise
10, Sweet, Spicy, Seasoned
6, Spicy, Meat, Light
5, Italian, Tomato, Consistent
7, Salty, Refined, Tasting
9, Spicy, Asian, Tomato
9, Meat, Spicy, Circular
6, Spicy, Salty, Circular
6, Tomato, Sweet, Spicy
10, Flavor, Seasoned, Fish
6, Salty, Sweet, AmericanFood
7, Spicy, Italian, Tomato
9, Tomato, Spicy, Salty
6, Fish, Light, Refined
7, AmericanFood, Fish, Tasting
10, Tasting, Sweet, Spicy
5, Tasting, Sweet, Sweet
10, Fish, Sweet, Consistent
8, Italian, Salty, Consistent
6, Tomato, Light, Sweet
9, Sweet, Refined, Light
7, Italian, Asian, AmericanFood
9, Seasoned, Spicy, Consistent
9, AmericanFood, Meat, Flavor
9, Seasoned, Surprise, Light
6, Circular, Consistent, Tasting
8, Soft, Circular, Light
6, Asian, Strong, Spicy
7, Strong, Fish, Light
10, Salty, Tasting, Spicy
8, Seasoned, Light, Strong
5, Tasting, Salty, Italian
8, Tasting, Consistent, Aroma
10, Sweet, Salty, Circular
7, Seasoned, Spicy, Consistent
10, Sweet, Spicy, Tasting
5, Italian, Sweet, AmericanFood
9, Spicy, Asian, Refined
5, Circular, Italian, Consistent
9, Refined, AmericanFood, Italian
7, Spicy, Aroma, Consistent
7, Salty, Seasoned, Consistent
9, AmericanFood, Flyer, Tomato
10, Italian, Seasoned, Meat
9, Salty, Light, Spicy
10, Salty, Circular, Meat
8, Sweet, Sweet, Light
10, Spicy, Aroma, Light
6, AmericanFood, Strong, Salty
6, Italian, Spicy, Spicy
7, AmericanFood, Asian, Spicy
8, Sweet, AmericanFood, Sweet
10, Asian, Spicy, Spicy
10, Fish, Strong, Spicy
7, Salty, Tasting, Spicy
5, Salty, Spicy, Surprise
5, Sweet, Spicy, Fish
5, Fish, Refined, Asian
6, Tasting, Seasoned, Fish
10, Spicy, Aroma, Salty
6, Tomato, Consistent, Spicy
9, Seasoned, Asian, Salty
10, Tasting, AmericanFood, Spicy
8, Consistent, Asian, Spicy
10, Light, Sweet, Spicy
9, Light, Italian, Sweet
5, Spicy, Consistent, Spicy
6, Consistent, Fish, Asian
6, Circular, Seasoned, Salty
8, AmericanFood, Spicy, Flavor
9, Circular, Seasoned, Spicy
8, Spicy, Sweet, Seasoned
7, Sweet, AmericanFood, Meat
6, Consistent, Sweet, Spicy
5, Aroma, Italian, Refined
7, Aroma, Tomato, Strong
7, Tomato, Meat, Seasoned
8, Spicy, Spicy, Consistent
5, Surprise, Seasoned, Aroma
8, Sweet, Strong, Italian
5, Italian, Circular, Consistent
8, Spicy, Sweet, Meat
10, Surprise, Italian, Spicy
6, Tasting, Salted, Meat
5, Asian, Sweet, Spicy
6, Circular, Sweet, Meat
7, Asian, Aroma, Strong
8, Light, Fish, Spicy
7, Light, Consistent, Seasoned
7, Tasting, Refined, Fish
5, Tasting, Spicy, Italian
6, Salty, Light, Spicy
5, Salty, Meat, Italian
6, Italian, AmericanFood, Seasoned
8, Meat, AmericanFood, Tomato
10, Seasoned, Surprise, Fish
7, Spicy, Tasting, Seasoned
10, Asian, Meat, Spicy
5, Fish, Meat, Italian
9, Meat, Asian, Light
8, Light, Aroma, Tomato
10, Meat, Fish, Surprise
7, Light, Tomato, Strong
5, AmericanFood, Tasting, Sweet
5, Asian, Meat, Salty
7, Tasting, Sweet, Surprise
7, Meat, Fish, Sweet
6, Consistent, Spicy, Tomato
7, Strong, Spicy, Surprise
5, Aroma, Consistent, AmericanFood
9, Surprise, Meat, Seasoned
6, Refined, Tomato, Italian
5, Tomato, Spicy, Surprise
5, Meat, Tomato, Surprise
7, Light, Surprise, Seasoned
10, Circular, Sweet, Sweet
9, Light, Refined, Spicy
8, Surprise, Salty, AmericanFood
6, Circular, Sweet, AmericanFood
6, Meat, Surprise, Spicy
6, Tomato, Flavor, Light
10, Sweet, Asian, Meat
10, Asian, Sweet, Tomato
6, Tomato, Spicy, Tasting
6, Consistent, AmericanFood, Spicy
6, Tomato, Aroma, Sweet
10, Consistent, Fish, Sweet
10, Tasting, Seasoned, Asian
5, Tomato, Spicy, Tasting
6, Pungent, Aroma, Circular
10, Italian, Fish, Asian
7, Fish, Salty, Refined
5, Hot, Spicy, Surprise
7, Asian, Light, Strong
8, Italian, Strong, Aroma
9, Tomato, Meat, Seasoned
7, Fish, Refined, Meat
10, Salty, Spicy, Spicy
5, Light, AmericanFood, Italian
6, Fish, Light, Spicy
6, Strong, Seasoned, AmericanFood
7, Spicy, Aroma, Meat
6, Sweet, Sweet, Circular
9, Meat, Circular, Fish
8, Tasting, Sweet, Light
6, AmericanFood, Meat, Italian
9, Spicy, Tomato, Seasoned
6, Meat, Spicy, Italian
8, Refined, Sweet, Spicy
7, Fish, Asian, Circular
6, Tomato, Surprise, Sweet
8, Surprise, Salty, AmericanFood
10, Consistent, Sweet, Tasting
5, Tasting, Italian, Surprise
9, Refined, Salty, AmericanFood
10, Tomato, Meat, Flavor
10, Sweet, Meat, Spicy
10, Consistent, Salty, Strong
6, Strong, Fish, Asian
6, Salty, Circular, Aroma
6, Fish, Circular, Spicy
9, Light, Strong, Sweet
8, Spicy, Spicy, Fish
5, Circular, Sweet, Surprise
10, Surprise, Spicy, Fish
9, Refined, Spicy, Sweet
7, Sweet, Italian, Tasting
6, Flavor, Salty, AmericanFood
10, Meat, Spicy, Refined
7, Surprise, Seasoned, Refined
5, Sweet, Spicy, Light
5, Fish, AmericanFood, Sweet
8, Tomato, Italian, Surprise
6, Spicy, Sweet, AmericanFood
8, Sweet, Tomato, Spicy
5, Salty, Light, Tomato
6, Meat, Spicy, Spicy
6, Flavor, Light, Meat
8, Asian, Light, Surprise
6, Spicy, Seasoned, Fish
10, Spicy, Light, Spicy
6, Surprise, Tasting, Spicy
6, Seasoned, Spicy, Surprise
9, Seasoned, Spicy, Italian
6, Asian, Circular, Tasting
6, Surprise, Light, Spicy
6, Sweet, Tomato, Sweet
5, Consistent, Circular, Meat
9, Spicy, Consistent, Spicy
6, Asian, AmericanFood, Seasoned
7, Consistent, Sweet, Italian
7, Aroma, Surprise, Consistent
9, Sweet, Spicy, Consistent
10, Sweet, Salty, Spicy
8, Asian, Salty, Sweet
9, Sweet, Tomato, Sweet
9, Tasting, Consistent, Spicy
9, Fish, Light, Spicy
5, Spicy, Salty, Refined
10, Tomato, Seasoned, Circular
10, AmericanFood, Strong, Meat
9, Refined, Italian, Asian
7, Strong, Surprise, Circular
9, Surprise, Light, Spicy
6, Sweet, AmericanFood, Consistent
5, Aroma, Spicy, Refined
8, AmericanFood, Italian, Tomato
7, Strong, Salty, Fish
6, AmericanFood, Circular, Strong
10, Light, Tomato, Asian
6, Light, Tasting, Refined
6, Asian, Seasoned, Consistent
6, Seasoned, Surprise, Salty
9, Refined, Strong, Spicy
8, Asian, Sweet, Italian
9, Seasoned, Meat, Spicy
8, Sweet, Strong, Tomato
10, Spicy, Sweet, Spicy
7, Seasoned, Strong, Spicy
10, Surprise, Fish, Spicy
6, Asian, Flavor, Fish
10, Fish, Consistent, Circular
6, Spicy, Meat, Spicy
5, Italian, Asian, Sweet
8, Strong, Spicy, Seasoned
6, AmericanFood, Spicy, Meat
6, Spicy, Tomato, Consistent
5, Fish, Strong, Italian
6, Asian, Salty, Spicy
7, Spicy, Aroma, Seasoned
7, Surprise, Light, Spicy
9, Fish, Tasting, Sweet
10, Spicy, Light, Italian
7, Seasoned, Refined, AmericanFood
8, Spicy, Tomato, Sweet
7, Refined, Fish, AmericanFood
5, Tomato, AmericanFood, Consistent
6, Circular, Consistent, Meat
10, AmericanFood, Refined, Sweet
6, Seasoned, Strong, Salty
6, Spicy, Pungent, Sweet
9, Tomato, Asian, Refined
10, Meat, Light, Spicy
10, Asian, Salty, Spicy
7, Light, Tomato, Sweet
10, Asian, Seasoned, Sweet
9, Sweet, Refined, Asian
7, AmericanFood, Light, Seasoned
7, Tomato, Salted, Fish
8, Sweet, Spicy, AmericanFood
7, Light, Salty, Spicy
5, Sweet, Refined, Circular
9, Spicy, Aroma, Italian
8, Salty, Consistent, AmericanFood
5, Italian, AmericanFood, Meat
8, Strong, Spicy, Circular
9, Refined, Sweet, AmericanFood
10, Meat, Tomato, Strong
5, Italian, Seasoned, Refined
9, Aroma, Spicy, Refined
10, Surprise, Salty, Aroma
7, Salty, Spicy, Circular
8, Tasting, Aroma, Refined
9, Spicy, Italian, Circular
10, Sweet, Consistent, Seasoned
9, Surprise, Sweet, Spicy
5, Spicy, Meat, AmericanFood
5, Meat, Fish, Salted
10, Tasting, Meat, Tomato
5, Consistent, Spicy, Surprise
5, Sweet, Aroma, Salty
5, Tomato, Seasoned, Spicy
10, Spicy, Tasting, Consistent

